application_id,applicant_gender,applicant_age,annual_income_aud,income_consistency,occupation_class,employment_sector,residence_area,requested_amount_aud,existing_repayments_aud,expense_flag_a,expense_flag_b,dependants_count,credit_rating,prior_default_count,card_status,property_ref,property_age_years,property_category,property_area,has_co_applicant,property_value_aud,marketing_channel,branch_id,application_date,monthly_income_aud,risk_review_flag,enquiry_count_12m,sanctioned_amount_aud
LN-000208,female,65,3047.64,steady,retiree,,outer_metro,145937.09,492.65,no,yes,2.0,748.04,0,none_held,702,3047.64,cat_b,regional,0,190621.91,broker,BR146,05/10/2024,247.07,1,6,102155.96
LN-000209,female,63,6481.82,variable,commercial_partner,administration,outer_metro,47360.81,247.21,no,no,2.0,,0,none_held,999,,cat_d,regional,1,,branch_walkin,BR017,03/10/2024,557.78,1,6,0.0
LN-000210,female,45,4315.14,variable,salaried,transport,outer_metro,205708.56,,yes,yes,4.0,716.71,0,dormant,729,4315.14,cat_a,outer_metro,1,349942.48,outbound_call,BR106,09/03/2024,359.29,1,5,133710.56
LN-000211,female,60,7421.4,variable,salaried,management,outer_metro,275864.23,1129.22,yes,yes,4.0,760.69,0,dormant,983,7421.4,cat_c,outer_metro,1,377052.72,outbound_call,BR153,09/07/2024,651.14,1,5,220691.39
LN-000212,female,29,2754.92,variable,commercial_partner,,outer_metro,180318.04,700.34,yes,yes,3.0,695.48,1,none_held,450,2754.92,cat_c,outer_metro,1,204968.73,online,BR126,27/11/2024,227.33,1,4,117206.72
LN-000213,female,20,,variable,commercial_partner,retail,inner_metro,125284.72,916.98,no,yes,1.0,746.57,0,none_held,734,,cat_c,regional,1,204349.01,online,BR159,14/04/2024,,1,9,81435.06
LN-000214,male,21,5673.11,variable,salaried,finance,inner_metro,132065.75,394.92,yes,no,1.0,,0,current,895,,cat_a,regional,1,176423.54,online,BR165,03/12/2024,472.42,1,2,92446.03
LN-000219,male,27,1743.27,variable,salaried,labouring,outer_metro,20290.49,132.14,yes,yes,3.0,671.78,0,dormant,183,1743.27,cat_d,inner_metro,1,29317.41,branch_walkin,BR140,07/11/2023,152.26,1,6,14203.35
LN-000221,female,54,5429.09,variable,salaried,food_beverage,outer_metro,49415.22,409.62,no,yes,2.0,708.69,0,dormant,327,5429.09,cat_a,regional,1,54867.49,broker,BR115,10/12/2023,450.14,1,1,32119.89
LN-000223,female,24,1979.8,,salaried,facilities,regional,123186.48,,no,yes,4.0,583.68,0,current,991,1979.8,cat_c,inner_metro,1,177027.78,online,BR133,26/08/2023,162.64,1,4,0.0
LN-000224,male,57,8678.16,variable,commercial_partner,management,inner_metro,427842.78,1172.3,yes,no,2.0,788.9,0,unknown,101,8678.16,cat_a,inner_metro,1,,branch_walkin,BR045,31/03/2024,688.53,1,6,320882.09
LN-000227,female,36,,variable,salaried,labouring,outer_metro,82450.02,469.96,no,yes,3.0,775.26,0,current,626,,cat_b,regional,1,152740.49,online,BR019,12/04/2023,,0,3,65960.02
LN-000228,male,33,2378.37,variable,salaried,labouring,outer_metro,63428.51,309.01,yes,yes,4.0,675.03,0,current,498,2378.37,cat_b,outer_metro,1,81437.03,online,BR072,31/01/2024,203.79,1,3,41228.53
LN-000229,female,18,,variable,commercial_partner,labouring,inner_metro,122227.16,477.21,no,yes,1.0,821.38,1,none_held,254,3401.35,cat_b,inner_metro,1,218196.46,online,BR042,16/10/2023,266.68,1,6,97781.72
LN-000230,male,18,,variable,commercial_partner,finance,inner_metro,110520.86,,yes,yes,1.0,858.77,0,current,892,,cat_b,regional,1,,branch_walkin,BR082,12/03/2023,,0,5,82890.65
LN-000231,female,18,5229.08,variable,commercial_partner,technical,outer_metro,108474.97,550.5,no,no,1.0,774.19,0,current,876,5229.08,cat_b,inner_metro,1,149706.05,broker,BR105,03/08/2023,448.87,0,2,0.0
LN-000232,male,47,5195.12,variable,commercial_partner,finance,outer_metro,114676.44,724.16,yes,no,3.0,798.0,0,current,692,5195.12,cat_c,regional,1,197451.14,online,BR074,21/02/2024,419.67,0,1,86007.33
LN-000233,male,25,2617.36,variable,commercial_partner,retail,regional,59976.03,262.04,no,yes,1.0,639.92,0,none_held,647,2617.36,cat_c,outer_metro,1,96336.56,referral,BR050,22/05/2024,224.01,1,2,0.0
LN-000236,male,18,,variable,commercial_partner,retail,inner_metro,135813.5,1163.69,no,yes,1.0,626.97,0,none_held,510,,cat_c,outer_metro,1,225525.48,broker,BR076,05/04/2024,,0,1,0.0
LN-000237,female,54,1224.08,variable,commercial_partner,,regional,122744.64,422.9,yes,yes,2.0,,0,current,666,1224.08,cat_d,regional,1,,outbound_call,BR131,29/10/2024,102.06,0,5,92058.48
LN-000239,female,65,1559.21,steady,retiree,,regional,78434.6,367.2,no,no,2.0,,0,current,955,1559.21,cat_d,outer_metro,0,116532.69,online,BR176,13/12/2024,132.89,0,0,58825.96
LN-000240,female,62,,steady,retiree,,inner_metro,139329.05,658.69,no,yes,2.0,,0,none_held,295,,cat_c,outer_metro,0,238258.56,online,BR173,27/01/2024,,0,0,104496.78
LN-000242,male,18,3073.46,variable,salaried,labouring,outer_metro,158778.9,514.43,yes,yes,1.0,810.59,0,none_held,919,3073.46,cat_c,outer_metro,0,198825.89,branch_walkin,BR019,19/10/2023,256.03,0,8,0.0
LN-000244,female,57,2888.8,variable,salaried,hospitality,outer_metro,183277.97,619.86,yes,yes,2.0,825.89,1,current,338,,cat_c,regional,1,292521.86,broker,BR091,16/10/2024,,0,7,137458.48
LN-000245,male,18,2916.28,variable,salaried,transport,outer_metro,43327.58,208.4,no,yes,2.0,637.75,0,current,605,2916.28,cat_b,outer_metro,0,48515.57,outbound_call,BR005,02/06/2023,221.98,1,6,0.0
LN-000246,female,53,4550.86,,salaried,,outer_metro,286710.58,931.19,no,yes,1.0,671.13,0,dormant,579,4550.86,cat_b,outer_metro,1,521699.9,online,BR164,07/04/2024,374.66,1,6,200697.41
LN-000248,female,24,,variable,salaried,labouring,outer_metro,180882.01,654.92,yes,yes,4.0,661.77,0,dormant,213,,cat_d,inner_metro,1,219483.07,online,BR164,07/04/2024,,0,0,126617.41
LN-000249,female,33,,variable,salaried,administration,outer_metro,66593.8,491.63,no,yes,2.0,637.12,0,none_held,627,,cat_d,outer_metro,0,116891.7,referral,BR046,16/10/2023,,1,0,0.0
LN-000251,male,43,4302.32,variable,salaried,retail,outer_metro,115102.66,749.3,no,yes,1.0,795.2,0,none_held,530,4302.32,cat_a,inner_metro,1,180975.86,branch_walkin,BR003,08/01/2023,360.41,0,1,80571.87
LN-000252,female,47,10390.39,variable,salaried,management,regional,282218.45,1166.08,yes,yes,3.0,713.8,0,unknown,435,10390.39,cat_b,regional,1,414920.79,broker,BR090,03/12/2023,829.12,0,3,197552.91
LN-000253,male,30,5980.47,variable,salaried,healthcare,outer_metro,282537.3,-999.0,no,yes,1.0,845.99,1,current,633,5980.47,cat_d,inner_metro,1,438202.16,broker,BR110,21/03/2023,484.63,0,1,197776.11
LN-000255,female,32,4353.9,variable,salaried,administration,inner_metro,56793.69,324.88,no,yes,2.0,733.11,0,current,564,4353.9,cat_d,inner_metro,1,97176.65,online,BR007,11/03/2024,364.85,1,5,36915.9
LN-000257,male,22,,variable,salaried,labouring,outer_metro,43202.34,194.45,yes,yes,3.0,690.68,0,none_held,764,,cat_a,inner_metro,1,60817.57,broker,BR028,01/11/2023,,0,2,28081.52
LN-000259,female,61,2457.79,variable,commercial_partner,retail,outer_metro,145545.26,611.21,yes,yes,2.0,,0,current,729,2457.79,cat_a,outer_metro,1,274603.44,branch_walkin,BR064,26/10/2023,193.6,1,1,109158.95
LN-000260,female,18,3447.74,variable,public_sector,labouring,outer_metro,176214.12,,no,yes,2.0,740.14,0,current,953,3447.74,cat_c,outer_metro,1,245894.26,online,BR172,03/07/2023,287.91,0,0,123349.88
LN-000262,male,23,2484.99,variable,salaried,retail,outer_metro,81858.09,415.51,yes,no,,703.03,0,current,63,2484.99,cat_a,outer_metro,1,145366.69,online,BR041,11/03/2024,221.37,0,1,57300.66
LN-000263,female,65,1666.64,steady,retiree,,regional,118951.53,543.57,no,yes,2.0,807.1,1,current,114,1666.64,cat_c,inner_metro,1,158580.21,outbound_call,BR085,07/04/2023,138.86,0,3,83266.06
LN-000267,female,27,2966.64,variable,salaried,administration,regional,193516.88,545.48,yes,yes,2.0,671.24,0,none_held,901,2966.64,cat_a,inner_metro,1,322050.29,referral,BR142,27/09/2023,,0,3,125785.97
LN-000270,male,18,2046.16,,salaried,retail,outer_metro,218871.25,935.02,no,yes,2.0,869.86,0,current,327,,cat_a,regional,1,287928.67,branch_walkin,BR098,05/06/2024,176.08,0,2,164153.43
LN-000272,male,58,,variable,salaried,labouring,outer_metro,118925.63,543.6,yes,no,2.0,712.77,1,current,770,1444.54,cat_d,inner_metro,1,162981.17,branch_walkin,BR118,07/01/2024,,0,2,83247.94
LN-000273,female,63,,variable,salaried,,outer_metro,225720.52,579.2,yes,yes,2.0,,1,none_held,321,,cat_b,regional,1,-999.0,branch_walkin,BR017,16/12/2023,,0,7,180576.41
LN-000274,female,61,,steady,retiree,,outer_metro,289698.36,1102.03,no,yes,4.0,785.34,0,dormant,610,,cat_a,regional,1,373753.84,branch_walkin,BR047,11/03/2024,,0,9,217273.78
LN-000275,female,63,2564.97,variable,salaried,healthcare,outer_metro,48934.45,224.16,no,no,1.0,718.45,0,current,329,2564.97,cat_b,outer_metro,1,66767.38,broker,BR027,20/10/2024,218.14,1,2,31807.4
LN-000276,male,52,13933.21,variable,commercial_partner,labouring,inner_metro,125382.58,737.37,yes,yes,3.0,668.48,0,none_held,38,,cat_c,inner_metro,1,175799.4,online,BR042,22/11/2024,1147.38,1,4,0.0
LN-000279,male,65,5004.67,steady,retiree,,outer_metro,140242.45,367.09,yes,yes,3.0,717.97,0,none_held,504,5004.67,cat_a,regional,0,203447.08,broker,BR198,02/10/2024,427.7,1,15,91157.59
LN-000280,female,19,3823.42,variable,commercial_partner,labouring,outer_metro,62916.7,343.77,yes,yes,2.0,775.21,1,current,468,3823.42,cat_a,outer_metro,1,109319.11,broker,BR054,25/10/2024,296.92,0,4,50333.37
LN-000281,male,27,2228.88,variable,public_sector,administration,outer_metro,275274.4,789.21,no,no,2.0,663.62,1,none_held,985,2228.88,cat_c,outer_metro,1,402252.78,branch_walkin,BR114,16/11/2024,180.58,1,2,192692.08
LN-000283,female,55,1458.22,variable,salaried,administration,outer_metro,166955.49,422.64,yes,no,1.0,787.71,1,current,522,,cat_c,outer_metro,1,263877.36,broker,BR047,21/11/2023,116.69,0,6,133564.4
LN-000284,male,58,,variable,salaried,retail,regional,36138.31,368.47,no,no,2.0,659.01,0,dormant,827,2209.96,cat_c,inner_metro,1,45044.18,online,BR150,11/09/2023,,0,2,25296.82
LN-000286,male,42,2871.13,variable,commercial_partner,retail,outer_metro,107516.08,849.4,yes,no,1.0,715.15,1,current,680,,cat_a,outer_metro,0,179554.08,broker,BR167,16/05/2024,233.89,0,4,0.0
LN-000287,male,18,9114.9,variable,commercial_partner,management,outer_metro,556223.53,,no,yes,2.0,776.02,0,dormant,828,9114.9,cat_c,regional,1,842229.34,branch_walkin,BR144,13/08/2023,782.28,0,6,444978.82
LN-000289,female,44,5490.55,variable,salaried,labouring,outer_metro,176961.41,565.63,no,no,2.0,620.59,0,none_held,897,5490.55,cat_a,outer_metro,1,244215.09,branch_walkin,BR147,25/01/2023,462.64,1,1,0.0
LN-000290,male,50,3567.03,variable,salaried,technical,outer_metro,206106.44,684.12,no,yes,2.0,835.5,0,dormant,870,3567.03,cat_d,outer_metro,1,,online,BR093,27/07/2024,290.41,0,2,164885.16
LN-000291,female,60,3123.47,steady,retiree,,outer_metro,54917.31,459.81,no,yes,2.0,839.31,0,current,707,,cat_c,outer_metro,0,83085.38,broker,BR019,25/06/2023,264.51,0,4,43933.85
LN-000292,female,56,2201.17,variable,salaried,clerical,outer_metro,113082.16,454.89,no,yes,1.0,855.46,0,current,571,2201.17,cat_b,inner_metro,1,208677.55,referral,BR163,29/06/2024,182.23,1,0,90465.72
LN-000293,male,65,712.63,steady,retiree,,regional,51545.13,392.07,no,yes,2.0,746.0,0,current,723,712.63,cat_b,regional,0,83916.69,branch_walkin,BR085,08/09/2023,56.98,0,0,33504.34
LN-000294,male,33,2017.53,,salaried,labouring,outer_metro,67771.24,484.44,yes,yes,1.0,,0,current,481,,cat_b,regional,1,,referral,BR025,27/06/2024,163.98,0,3,0.0
LN-000295,female,20,4390.55,variable,salaried,labouring,outer_metro,148969.24,486.59,no,yes,,,1,none_held,543,4390.55,cat_b,outer_metro,1,231907.84,broker,BR134,11/09/2024,,1,9,104278.47
LN-000296,male,63,2631.23,variable,salaried,retail,outer_metro,105038.59,510.12,no,yes,2.0,700.31,0,current,382,2631.23,cat_a,inner_metro,1,185393.19,outbound_call,BR004,01/05/2023,221.97,1,2,0.0
LN-000299,female,42,2949.32,variable,public_sector,clerical,regional,212140.66,744.84,yes,yes,4.0,679.83,0,none_held,186,2949.32,cat_d,inner_metro,1,-999.0,online,BR157,20/04/2024,232.05,0,3,137891.43
LN-000303,male,18,2623.68,variable,salaried,labouring,outer_metro,102229.09,415.93,no,no,2.0,708.77,0,dormant,657,,cat_c,outer_metro,1,115630.02,referral,BR197,01/10/2024,214.91,1,7,71560.37
LN-000307,male,65,,steady,retiree,,regional,22456.26,233.77,no,yes,4.0,,1,current,322,,cat_c,outer_metro,1,37501.96,branch_walkin,BR011,18/04/2024,,1,5,15719.39
LN-000308,male,42,1948.97,variable,commercial_partner,,outer_metro,155517.7,715.09,no,no,1.0,704.05,0,dormant,554,1948.97,cat_a,regional,0,226749.52,online,BR162,07/04/2024,171.86,1,6,0.0
LN-000310,female,18,3749.42,variable,commercial_partner,finance,outer_metro,98902.4,728.17,no,no,2.0,,0,current,631,3749.42,cat_c,outer_metro,1,130794.02,branch_walkin,BR172,05/09/2024,299.49,1,9,69231.68
LN-000311,male,48,4040.17,variable,salaried,,outer_metro,112527.12,431.38,no,no,4.0,821.97,1,dormant,475,4040.17,cat_b,inner_metro,1,151584.31,broker,BR093,06/01/2023,331.81,0,1,84395.33
LN-000314,female,47,2174.03,variable,salaried,,regional,125025.2,753.87,no,yes,3.0,705.66,0,none_held,73,,cat_b,outer_metro,1,217194.91,branch_walkin,BR052,01/08/2024,181.47,0,3,0.0
LN-000315,male,18,4180.23,variable,commercial_partner,finance,outer_metro,107956.4,591.93,no,yes,1.0,837.34,0,current,794,4180.23,cat_a,regional,1,125598.24,online,BR072,04/02/2024,349.28,0,8,0.0
LN-000316,female,49,,variable,salaried,administration,outer_metro,15714.61,171.86,no,yes,2.0,717.87,1,dormant,225,1632.55,cat_b,regional,1,22132.6,broker,BR040,23/04/2024,135.72,1,0,10214.5
LN-000317,female,50,4605.07,variable,commercial_partner,retail,outer_metro,142886.41,583.79,no,no,2.0,618.37,0,dormant,151,4605.07,cat_c,inner_metro,1,191675.57,branch_walkin,BR079,31/08/2023,380.55,1,0,0.0
LN-000318,female,18,4836.74,variable,salaried,,inner_metro,122136.62,746.48,no,yes,4.0,699.57,0,dormant,194,,cat_b,outer_metro,1,216340.49,broker,BR104,13/06/2023,399.24,0,3,0.0
LN-000319,female,55,2137.67,variable,salaried,retail,regional,81197.29,662.75,no,no,3.0,,0,current,617,2137.67,cat_d,outer_metro,1,130414.97,broker,BR092,23/11/2023,179.46,1,1,0.0
LN-000321,female,47,,variable,commercial_partner,,outer_metro,271079.87,950.51,yes,yes,,,0,none_held,237,,cat_b,outer_metro,1,347098.66,branch_walkin,BR110,23/12/2024,,1,4,189755.91
LN-000322,female,56,5133.01,variable,commercial_partner,labouring,regional,200940.67,683.13,no,no,4.0,675.27,1,dormant,354,5133.01,cat_c,regional,1,273395.87,broker,BR075,28/04/2024,429.98,1,2,130611.43
LN-000323,male,42,,variable,commercial_partner,management,outer_metro,230094.49,1587.93,yes,yes,1.0,834.91,0,dormant,664,,cat_d,outer_metro,1,319691.76,referral,BR174,12/07/2024,,0,8,172570.86
LN-000324,male,54,,variable,salaried,management,regional,75362.89,467.29,yes,yes,1.0,664.32,0,none_held,103,,cat_d,outer_metro,1,,online,BR123,02/10/2023,,1,0,48985.87
LN-000325,female,28,,variable,commercial_partner,labouring,outer_metro,44542.44,311.64,no,yes,1.0,632.87,0,dormant,983,2558.94,cat_c,outer_metro,1,84178.14,broker,BR198,12/09/2024,,1,7,0.0
LN-000328,female,50,2665.07,variable,commercial_partner,human_resources,outer_metro,27199.73,248.9,yes,yes,1.0,695.02,0,current,343,2665.07,cat_a,outer_metro,1,41243.58,online,BR086,16/12/2023,209.71,0,7,17679.83
LN-000329,male,40,,,commercial_partner,information_technology,outer_metro,64493.16,409.4,no,yes,1.0,859.76,0,dormant,253,,cat_d,inner_metro,1,114599.25,branch_walkin,BR098,04/07/2023,,0,13,51594.52
LN-000331,female,58,2314.88,variable,salaried,retail,outer_metro,58455.3,577.95,no,yes,3.0,806.73,1,dormant,909,2314.88,cat_d,regional,1,75213.24,branch_walkin,BR100,16/12/2023,204.79,0,1,46764.24
LN-000332,male,29,,variable,salaried,administration,inner_metro,124436.34,710.09,no,yes,3.0,838.32,1,current,512,,cat_b,outer_metro,1,173572.19,online,BR097,01/08/2023,,0,4,99549.08
LN-000334,male,18,9517.33,variable,salaried,security,outer_metro,128443.31,1033.63,no,yes,4.0,714.81,0,dormant,640,9517.33,cat_a,regional,1,228170.48,online,BR065,11/01/2024,802.02,0,6,83488.15
LN-000335,male,18,1806.71,variable,commercial_partner,technical,outer_metro,36555.53,412.32,yes,yes,1.0,739.45,0,dormant,906,1806.71,cat_b,inner_metro,1,66576.31,broker,BR140,24/02/2023,151.98,0,4,0.0
LN-000336,male,36,2841.96,variable,salaried,healthcare,outer_metro,54562.99,285.22,no,yes,3.0,770.29,0,none_held,220,2841.96,cat_c,outer_metro,1,,referral,BR146,21/04/2023,244.2,0,2,38194.09
LN-000337,female,51,3530.59,variable,commercial_partner,finance,inner_metro,82612.78,360.56,no,no,3.0,692.13,1,none_held,395,3530.59,cat_d,regional,1,97543.62,online,BR062,25/09/2023,296.93,1,9,57828.95
LN-000338,female,18,1564.74,variable,salaried,facilities,outer_metro,120659.81,762.29,no,no,2.0,769.45,0,none_held,927,,cat_d,regional,1,176453.61,broker,BR082,19/07/2023,131.44,1,0,90494.86
LN-000339,male,61,2099.06,variable,salaried,retail,outer_metro,31449.81,225.14,yes,yes,1.0,656.89,0,none_held,514,2099.06,cat_d,outer_metro,1,45818.2,branch_walkin,BR100,25/02/2023,179.84,1,9,22014.87
LN-000340,female,18,5887.81,variable,salaried,hospitality,outer_metro,126926.32,1017.76,no,yes,1.0,666.66,0,current,196,,cat_b,regional,1,193525.67,online,BR013,24/06/2024,499.48,0,6,0.0
LN-000341,male,47,3616.17,variable,salaried,finance,outer_metro,45017.24,235.32,yes,no,3.0,710.49,0,none_held,423,3616.17,cat_c,inner_metro,1,69185.09,broker,BR174,05/10/2023,298.73,0,6,31512.07
LN-000342,male,26,,variable,salaried,administration,outer_metro,58742.49,441.81,yes,yes,4.0,735.27,0,unknown,827,,cat_c,inner_metro,1,78866.29,branch_walkin,BR153,31/12/2023,,0,16,41119.75
LN-000343,male,63,3395.03,variable,salaried,retail,outer_metro,139262.26,754.43,no,yes,2.0,784.07,0,current,80,,cat_a,outer_metro,0,178622.53,online,BR003,26/05/2024,264.73,0,1,0.0
LN-000349,female,27,6106.61,variable,salaried,transport,inner_metro,459968.22,1640.18,yes,yes,,,0,current,435,,cat_b,regional,1,698588.53,broker,BR161,23/01/2023,502.53,1,3,321977.75
LN-000350,female,27,9825.5,variable,commercial_partner,labouring,regional,193193.84,835.48,no,yes,2.0,768.79,1,current,445,9825.5,cat_c,outer_metro,1,,online,BR124,24/09/2023,787.1,1,10,154555.07
LN-000353,female,54,7345.81,variable,commercial_partner,management,inner_metro,397438.43,1066.83,yes,yes,2.0,852.75,1,dormant,829,,cat_d,outer_metro,0,727464.66,broker,BR062,16/07/2023,650.52,0,6,357694.58
LN-000354,male,18,4660.7,variable,salaried,labouring,regional,113992.08,837.4,no,yes,2.0,612.75,0,none_held,702,4660.7,cat_b,regional,1,202592.6,broker,BR197,28/08/2024,,1,0,0.0
LN-000355,male,50,1907.72,variable,public_sector,,outer_metro,70189.75,429.91,no,yes,4.0,697.88,0,current,287,1907.72,cat_d,regional,1,126714.53,broker,BR168,05/09/2023,155.45,1,0,49132.83
LN-000356,male,65,1902.41,steady,retiree,,outer_metro,57434.86,621.05,yes,no,2.0,817.31,0,dormant,965,1902.41,cat_a,outer_metro,1,90950.45,outbound_call,BR132,15/01/2023,162.46,1,0,40204.4
LN-000358,male,60,,steady,retiree,,regional,272784.92,843.87,no,yes,1.0,862.83,1,current,63,8120.31,cat_a,outer_metro,1,401909.0,online,BR138,20/07/2024,,0,3,245506.42
LN-000360,male,32,3085.24,variable,commercial_partner,,regional,243959.77,739.46,no,yes,2.0,,0,current,661,3085.24,cat_b,regional,1,345530.74,referral,BR017,01/07/2024,263.28,1,0,170771.84
LN-000362,female,18,6592.54,variable,commercial_partner,management,inner_metro,160713.52,622.96,yes,no,2.0,827.92,0,dormant,732,,cat_a,outer_metro,1,283803.56,outbound_call,BR191,16/10/2023,534.8,0,6,128570.81
LN-000363,male,21,1772.12,variable,salaried,healthcare,outer_metro,32485.35,267.53,no,yes,1.0,590.91,0,none_held,915,,cat_b,regional,0,45434.31,branch_walkin,BR150,23/09/2024,149.63,1,3,0.0
LN-000366,male,65,4314.52,,retiree,,outer_metro,58264.42,551.16,no,yes,2.0,807.5,0,none_held,248,4314.52,cat_d,outer_metro,0,64242.21,referral,BR068,08/03/2023,,1,9,40785.09
LN-000370,male,40,,variable,salaried,labouring,outer_metro,185881.67,,yes,no,4.0,,0,unknown,432,,cat_b,outer_metro,1,242780.45,branch_walkin,BR175,12/01/2024,,1,1,120823.09
LN-000371,female,60,2594.3,variable,salaried,retail,regional,137708.59,415.01,no,yes,2.0,613.2,0,current,391,2594.3,cat_c,regional,1,208032.74,broker,BR081,28/11/2024,212.71,1,2,0.0
LN-000372,male,18,6254.08,variable,salaried,technical,outer_metro,59379.2,288.95,yes,yes,2.0,745.65,0,none_held,909,,cat_d,regional,1,77645.41,broker,BR118,13/04/2023,526.03,0,6,38596.47
LN-000373,female,51,8430.22,variable,salaried,,outer_metro,246510.54,1077.22,no,yes,2.0,843.35,0,current,98,8430.22,cat_c,inner_metro,1,273666.96,online,BR064,03/06/2023,735.7,1,2,172557.38
LN-000374,female,18,3291.24,variable,commercial_partner,retail,outer_metro,90781.67,565.52,no,yes,2.0,825.6,1,unknown,600,3291.24,cat_d,outer_metro,1,120014.56,branch_walkin,BR071,31/10/2024,264.84,0,4,68086.26
LN-000375,female,34,7030.2,variable,salaried,finance,inner_metro,332603.88,1144.72,no,no,2.0,833.61,0,current,864,7030.2,cat_b,outer_metro,1,,branch_walkin,BR151,02/12/2024,554.78,0,4,249452.91
